"ID","Age","Income","Education","City","Department","Score","Years_Experience","Satisfaction","Salary_Bonus","Performance_Rating"
664,62,68684.11,"Master","Phoenix","Engineering",75.7,17,9,5847.01,"Good"
665,31,64669.15,"Bachelor","Chicago","Sales",67.7,2,9,4088.17,"Excellent"
666,19,55279.27,"PhD","New York","Marketing",85.7,3,10,4028.9,"Good"
667,55,58604.87,"Bachelor","Houston","Finance",80.2,5,8,3462.7,"Good"
668,62,49237.54,"PhD","Phoenix","Marketing",73.6,0,1,2949.87,"Good"
669,79,55604.54,"PhD","Chicago","Marketing",62.3,17,9,5313.01,"Good"
670,52,60433.48,"Bachelor","Chicago","Sales",79.2,25,4,5366.02,"Excellent"
671,45,63983.17,"High School","Houston","Engineering",70.7,25,5,5746.86,"Fair"
672,62,91552.55,"PhD","Los Angeles","Marketing",47.2,24,2,6767.83,"Good"
673,33,32759.53,"High School","Chicago","HR",60.7,16,1,4101.31,"Good"
674,68,84496.15,"High School","Los Angeles","Finance",49.7,10,8,1094.44,"Fair"
675,33,68430.25,"Master","Los Angeles","Marketing",89,26,1,6119.93,"Excellent"
676,62,24093.43,"High School","Chicago","HR",97.7,19,10,5301.49,"Fair"
677,62,49459.06,"Bachelor","New York","Sales",110.3,12,8,4452.64,"Good"
678,25,42413.14,"High School","Houston","Marketing",107,18,3,7010.93,"Excellent"
679,74,36339.99,"High School","Phoenix","Finance",63.7,28,2,2236.48,"Fair"
680,78,24242.27,"High School","New York","Engineering",56.2,8,5,5487.79,"Good"
681,72,45117.96,"PhD","New York","Engineering",65.6,5,4,5881.66,"Fair"
682,62,46292.8,"Bachelor","New York","Finance",94.1,9,8,7793.46,"Good"
683,55,48529.11,"Bachelor","Chicago","Finance",60.1,13,7,9910.32,"Good"
684,55,13777.73,"Bachelor","Phoenix","Engineering",64.4,3,5,7665.74,"Excellent"
685,25,63830.05,"Bachelor","Phoenix","Engineering",63.8,9,8,5067.38,"Fair"
686,75,69927.02,"PhD","Los Angeles","Marketing",70.8,18,10,6161.61,"Fair"
687,48,70792.86,"Bachelor","Los Angeles","Sales",84.9,22,1,8529.75,"Good"
688,54,70414.81,"PhD","New York","Engineering",52.3,15,7,3946.97,"Excellent"
689,40,59010.13,"Bachelor","Los Angeles","Engineering",74.7,25,6,4441.13,"Poor"
690,58,84367,"Master","Los Angeles","Sales",48.7,23,4,2435.26,"Good"
691,27,37470.89,"High School","New York","Sales",90.5,21,4,2556.31,"Excellent"
692,76,30467.91,"Master","Chicago","Finance",87.9,7,2,3403.05,"Good"
693,77,61756.76,"High School","Phoenix","Finance",79,10,2,2133.42,"Good"
694,75,63816.48,"High School","New York","Finance",71.5,27,2,5386.17,"Poor"
695,28,40069.67,"Master","Chicago","Engineering",90.4,15,1,7924.69,"Excellent"
696,44,55732.12,"Bachelor","New York","Marketing",84.3,15,6,2702.56,"Fair"
697,40,61466.19,"PhD","Phoenix","Marketing",57.4,26,5,718.28,"Fair"
698,50,62593.52,"High School","Houston","Sales",112.8,22,10,5762.35,"Good"
699,39,72531.13,"PhD","Chicago","HR",65.5,15,10,3136.77,"Good"
700,32,NA,"High School","New York","HR",59.6,29,1,2283.96,"Good"
701,21,6423.85,"Bachelor","Phoenix","Sales",81.5,16,10,4644.94,"Excellent"
702,77,89559.88,"High School","New York","Marketing",79,2,2,6756.12,"Good"
703,56,64120.05,"PhD","Los Angeles","Finance",77.3,27,9,2596.97,"Fair"
704,60,43592.79,"High School","Phoenix","Marketing",53.6,23,10,4148.5,"Good"
705,27,32707.51,"High School","Houston","Finance",76.4,22,8,5446.87,"Good"
706,25,73101.29,"PhD","Chicago","Finance",80.8,2,1,5593.4,"Good"
707,48,61561.92,"Bachelor","New York","Engineering",108.7,1,4,3512.5,"Good"
708,45,76561.8,"PhD","Houston","Marketing",63.3,28,3,4338.35,"Fair"
709,52,53793.69,"PhD","Los Angeles","Finance",86.1,2,5,6021.31,"Poor"
710,62,50129.62,"Master","Los Angeles","Finance",62.1,28,5,6624.25,"Excellent"
711,37,99828.45,"High School","Los Angeles","Finance",79.5,27,4,3557.01,"Good"
712,72,14280.14,"Bachelor","New York","Marketing",60.6,23,10,3246.07,"Fair"
713,73,62818.29,"PhD","Phoenix","HR",45,3,7,4337.05,"Excellent"
714,65,62696.27,"High School","Los Angeles","HR",40.4,19,6,3336.03,"Poor"
715,25,63773.91,"High School","Houston","Sales",88,1,8,9275,"Excellent"
716,49,66162.82,"PhD","Chicago","Sales",76.1,11,1,11117.44,"Good"
717,20,49471.87,"Bachelor","New York","Marketing",80.8,30,9,NA,"Good"
718,58,78325.76,"Master","Chicago","Engineering",44.1,27,1,2299.05,"Good"
719,65,5914.46,"Bachelor","New York","Marketing",72.8,21,1,6787.6,"Fair"
720,28,38888.67,"Bachelor","Phoenix","HR",76.5,21,2,4096.03,"Excellent"
721,30,52617.11,"Master","Houston","Sales",99.8,27,8,3239.55,"Fair"
722,56,58264.32,"Bachelor","Houston","HR",64.5,3,5,2890.76,"Good"
723,35,63129.59,"Bachelor","Phoenix","Finance",87,0,8,6539.34,"Fair"
724,56,67786.8,"Bachelor","Phoenix","Marketing",74.6,18,5,2342.32,"Good"
725,38,24829.65,"Master","Houston","HR",88.9,29,3,1494.21,"Good"
726,22,55153.41,"Master","Phoenix","Engineering",77.5,7,10,4090.52,"Excellent"
727,48,NA,"High School","Chicago","Engineering",77.3,22,10,5122.54,"Good"
728,73,81526.72,"Bachelor","Chicago","Engineering",72.5,8,5,6541.84,"Good"
729,37,52728.65,"High School","Phoenix","Marketing",76.3,14,4,8038.5,"Good"
730,35,86982.99,"Master","Houston","Marketing",76.3,4,8,5335.2,"Poor"
731,56,49369.44,"Master","New York","HR",72.4,3,6,2243.63,"Excellent"
732,66,54002.04,"PhD","Los Angeles","Marketing",72.8,16,9,5759.87,"Good"
733,75,58204.28,"Bachelor","Los Angeles","Sales",87.8,1,8,7112.51,"Fair"
734,20,44952.39,"Master","Los Angeles","Engineering",72.2,25,1,3428.76,"Fair"
735,65,69318.76,"Bachelor","Los Angeles","HR",62.5,28,9,3235.28,"Excellent"
736,25,28084.25,"Bachelor","Los Angeles","Engineering",73.6,0,1,4963.34,"Fair"
737,36,54887.13,"High School","Chicago","Engineering",56,26,3,8079.26,"Fair"
738,67,44189.15,"Bachelor","Chicago","Finance",100.8,30,1,5858.85,"Good"
739,27,44058.53,"Master","New York","HR",112.5,18,7,6397.71,"Good"
740,32,78028.91,"Bachelor","Phoenix","Sales",74.6,13,10,2263.58,"Poor"
741,78,76044.39,"Bachelor","Los Angeles","Sales",75.1,11,3,7347.15,"Good"
742,29,86960.53,"High School","Houston","Engineering",60.3,3,5,3186.21,"Fair"
743,52,49724.06,"High School","Houston","Sales",79.6,18,5,4649.12,"Good"
744,69,55648.02,"Bachelor","Los Angeles","Engineering",89.7,28,9,3687.13,"Good"
745,65,23968.33,"Master","New York","Marketing",86.7,21,1,4170.33,"Good"
746,49,47236.41,"Master","Houston","Engineering",74.9,4,6,3368.64,"Good"
747,78,90282.96,"Master","New York","HR",93.9,3,3,6740.42,"Good"
748,71,46669.45,"High School","Chicago","Engineering",101.5,29,9,4243.92,"Good"
749,59,31673.23,"Master","Houston","HR",70.3,30,9,2898.65,"Poor"
750,51,55837.89,"Bachelor","New York","Sales",81.4,17,9,10683.31,"Good"
751,57,79929.78,"High School","Chicago","Sales",92.3,2,6,5923.6,"Good"
752,18,23440.57,"Master","Phoenix","Marketing",70.7,21,7,5777.27,"Good"
753,30,49923.59,"Master","Chicago","Marketing",77,24,1,1907.69,"Good"
754,24,64356.61,"PhD","Phoenix","Sales",58.4,21,6,6358.94,"Fair"
755,28,94550.6,"High School","Phoenix","Sales",61.8,19,10,6709.65,"Fair"
756,28,42687.88,"Bachelor","Chicago","Finance",39.2,12,4,5049.64,"Excellent"
757,30,85388.43,"Bachelor","Phoenix","HR",64.6,28,6,1415.38,"Poor"
758,80,46342.1,"High School","Houston","Engineering",67.1,16,7,7241.32,"Poor"
759,54,34379.65,"PhD","Chicago","Finance",91,3,10,9138.44,"Excellent"
760,51,32313.31,"High School","Los Angeles","Marketing",58.6,22,6,4863.58,"Good"
761,32,50578.04,"Bachelor","Los Angeles","Finance",73.7,7,6,4123.79,"Poor"
762,54,54551.71,"Bachelor","Phoenix","Engineering",68.8,27,8,5068.04,"Good"
763,31,48541.96,"Master","Chicago","Marketing",69.2,17,3,8440.8,"Good"
764,54,76044.46,"Bachelor","New York","Marketing",77.1,12,5,3147.46,"Good"
765,43,58790.82,"High School","Phoenix","Marketing",97.5,29,9,6680.5,"Fair"
766,66,52883.45,"High School","Chicago","Marketing",57.7,30,4,1419.77,"Fair"
767,45,42948.91,"High School","Houston","HR",85.1,2,6,3139.26,"Good"
768,35,29079.68,"Bachelor","Los Angeles","HR",64.6,6,5,1491.42,"Excellent"
769,76,15813.47,"Bachelor","Houston","HR",58.1,25,9,5441.76,"Fair"
770,71,59268.23,"High School","Los Angeles","Finance",87.7,0,10,3072.87,"Good"
771,34,55506.72,"Bachelor","Houston","Marketing",55.7,28,1,2904.31,"Excellent"
772,67,82300.46,"Bachelor","Los Angeles","Sales",60.7,12,5,3203.42,"Good"
773,56,60821.88,"PhD","Houston","Engineering",90.2,17,9,3916.66,"Excellent"
774,62,70944.35,"Master","Phoenix","Sales",73.4,20,1,4652.77,"Excellent"
775,51,55819.73,"High School","Phoenix","Finance",98.7,15,5,8305.96,"Good"
776,29,38633.52,"Bachelor","Phoenix","HR",115.6,26,1,7521.03,"Good"
777,47,60792.81,"Bachelor","Los Angeles","Engineering",78,8,4,4232.11,"Good"
778,52,61795.74,"High School","Phoenix","Marketing",86.4,0,1,6435.35,"Fair"
779,37,38652.15,"Bachelor","Houston","HR",76.7,24,3,5222.67,"Good"
780,43,54425.01,"High School","Phoenix","HR",66.6,21,7,4162.33,"Excellent"
781,42,95015.63,"Bachelor","Houston","Engineering",64.2,29,5,5916.36,"Fair"
782,25,32414.68,"Master","Los Angeles","HR",91.1,9,7,5245.94,"Excellent"
783,37,84443.57,"High School","New York","Engineering",85.9,16,5,6397.16,"Good"
784,45,50458.62,"Bachelor","Houston","Engineering",82.1,18,7,4355.77,"Poor"
785,72,84646.21,"Bachelor","Chicago","Marketing",88.3,10,2,4154.88,"Poor"
786,63,38138.94,"Bachelor","Phoenix","Marketing",58,12,2,4026.34,"Excellent"
787,50,53676.09,"Master","New York","Marketing",58.5,4,9,6315.44,"Excellent"
788,73,61224.67,"High School","Chicago","Marketing",77.3,30,5,5873.1,"Good"
789,63,52748.2,"High School","Houston","Sales",83.1,8,1,6576.94,"Good"
790,38,68174.78,"Bachelor","Chicago","Finance",92.3,23,3,3776.06,"Good"
791,73,51662.77,"PhD","Houston","Engineering",97.2,1,2,4092.33,"Good"
792,67,79177.47,"High School","Phoenix","HR",77.7,10,1,2556.5,"Fair"
793,73,58408.39,"Master","Houston","HR",58.5,28,4,2055.97,"Poor"
794,51,68848.39,"High School","Chicago","Finance",57,21,6,6218.69,"Fair"
795,79,31289.06,"PhD","Los Angeles","HR",60.5,11,10,2124.2,"Good"
796,22,41832.21,"PhD","New York","Sales",95.9,12,1,4183.38,"Fair"
797,59,76790.16,"Bachelor","Chicago","Finance",81.1,25,1,5067.28,"Poor"
798,29,65175.72,"Bachelor","New York","Sales",97.4,10,9,2737.8,"Poor"
799,20,52281.87,"Master","New York","Engineering",64.8,5,10,8998.34,"Good"
800,75,52824.35,"Bachelor","New York","Marketing",74.2,2,2,5310.71,"Good"
801,35,70098,"Bachelor","Houston","Finance",84.6,24,7,5413.08,"Good"
802,67,50523.77,"Bachelor","New York","Engineering",80.4,19,9,5770.34,"Good"
803,67,56499.1,"High School","New York","Sales",57.4,4,6,4614.27,"Fair"
804,64,22080.9,"Bachelor","Phoenix","Marketing",52.7,25,8,1843.09,"Good"
805,18,90480.19,"Bachelor","Houston","HR",38.3,4,10,5402.74,"Fair"
806,25,70319.36,"PhD","Phoenix","HR",84.8,3,4,2096.43,"Good"
807,68,71645.76,"High School","New York","Sales",84,9,4,6029.4,"Good"
808,57,16890.85,"Bachelor","Chicago","Finance",74.9,7,4,4785.65,"Excellent"
809,47,54583.27,"High School","New York","Sales",105.5,11,5,5658.48,"Fair"
810,37,46821.32,"PhD","Houston","Sales",79.1,1,10,3168.04,"Good"
811,68,27472.27,"Bachelor","Los Angeles","Engineering",67.6,22,3,5157.55,"Fair"
812,51,69548.61,"Bachelor","Chicago","Sales",92.6,5,4,4184.74,"Fair"
813,38,79682.62,"Master","Houston","Engineering",90.1,22,4,5926.5,"Excellent"
814,69,43935.51,"Master","Chicago","Sales",64.4,16,3,4541.56,"Excellent"
815,80,50416.2,"High School","Chicago","Engineering",76,3,1,5002.5,"Fair"
816,36,89229.24,"Bachelor","New York","HR",88.3,6,3,4045.65,"Good"
817,78,22003.84,"Bachelor","New York","Engineering",89.3,6,6,2388.55,"Good"
818,75,69884.42,"Master","New York","Marketing",73,0,6,4986.7,"Good"
819,60,48719.57,"Bachelor","Los Angeles","Engineering",55.7,12,6,4980.02,"Excellent"
820,64,52693.78,"Master","New York","Engineering",99.9,1,7,5015.39,"Good"
821,35,42780.51,"Bachelor","Chicago","Sales",77,5,5,2707.82,"Good"
822,57,76933.91,"Bachelor","Los Angeles","Marketing",68,9,10,6958.08,"Fair"
823,41,32456.65,"Bachelor","Los Angeles","HR",70.4,12,6,6231.44,"Good"
824,59,74252.19,"Master","Phoenix","Engineering",68.5,27,8,4519.33,"Good"
825,46,83129.28,"High School","Houston","Marketing",49.4,29,4,6220.06,"Good"
826,51,22167.01,"Bachelor","New York","HR",72.4,4,1,2115.96,"Excellent"
827,39,32461.92,"PhD","Los Angeles","Sales",89.8,27,8,416.83,"Good"
828,21,66830.91,"PhD","Chicago","Engineering",109.3,6,10,5611.35,"Good"
829,40,35873.82,"High School","New York","HR",67,12,2,8173.86,"Excellent"
830,34,41169.4,"Bachelor","New York","Marketing",72.2,12,2,3817.84,"Fair"
831,61,46092.94,"Master","Houston","HR",84.9,15,9,5179.34,"Poor"
832,72,48110.32,"High School","Los Angeles","Marketing",72.5,30,2,6308.63,"Good"
833,37,69073.96,"Bachelor","Chicago","Engineering",66.9,25,10,6924.41,"Fair"
834,68,42939.88,"Bachelor","Los Angeles","Marketing",70,6,2,2082.18,"Good"
835,56,56787.01,"Bachelor","Houston","Marketing",78.3,21,7,5004.61,"Good"
836,26,69749.89,"High School","New York","HR",41.4,5,3,2948.41,"Good"
837,80,24192.41,"Bachelor","New York","Sales",65.4,27,10,4505.15,"Fair"
838,79,41207.35,"Master","Houston","Engineering",76.9,12,2,3564.6,"Good"
839,36,72195.87,"Master","Phoenix","Sales",82.5,27,2,4636.26,"Good"
840,38,47469.61,"Master","Chicago","Marketing",60.3,4,9,4390.81,"Fair"
841,60,4298.33,"Bachelor","Los Angeles","Marketing",66,25,9,2549.16,"Good"
842,60,37843.82,"Bachelor","Los Angeles","Sales",49.7,29,9,4244.38,"Excellent"
843,80,71320.53,"Master","New York","Sales",81.9,30,2,6753.19,"Fair"
844,61,46468.22,"Master","Houston","HR",84.5,21,8,4531.17,"Fair"
845,34,46907.26,"High School","Houston","Marketing",73.9,18,10,2684.96,"Good"
846,51,52084.62,"Bachelor","New York","HR",75.4,13,2,5054.49,"Good"
847,69,69389.33,"High School","Houston","Engineering",37.3,16,8,2019.48,"Good"
848,24,45178.18,"High School","Houston","Sales",96.2,26,9,3336.64,"Fair"
849,66,64519.17,"Bachelor","Los Angeles","Finance",70.5,18,3,4527.69,"Good"
850,21,66463.07,"PhD","Houston","HR",66,6,4,3172.35,"Fair"
851,62,34622.81,"Bachelor","New York","HR",75.3,0,10,4388.3,"Excellent"
852,68,53762.56,"High School","Los Angeles","Engineering",84,23,7,7342.2,"Excellent"
853,18,44233.9,"High School","Chicago","Sales",98.6,18,4,1256.73,"Excellent"
854,45,63339.09,"Bachelor","New York","HR",80.8,9,4,1196.32,"Good"
855,34,24834.47,"High School","Chicago","Sales",58.1,1,8,5028.25,"Excellent"
856,53,85783.4,"High School","Los Angeles","Finance",73.8,2,9,4228.47,"Good"
857,74,81920.36,"Bachelor","Phoenix","Marketing",76.6,13,1,NA,"Excellent"
858,51,38142.88,"Bachelor","New York","Finance",77.5,12,8,5953.29,"Fair"
859,44,41602.52,"Master","Los Angeles","Marketing",89.8,30,4,7093.37,"Excellent"
860,46,36830.25,"Bachelor","New York","Marketing",73.7,28,10,4342.49,"Good"
861,43,52269.19,"Bachelor","New York","HR",63.3,26,6,6926.37,"Poor"
862,74,44979.24,"PhD","Chicago","Engineering",95.9,17,10,8336.48,"Good"
863,38,57252.77,"Bachelor","Houston","Engineering",116.2,14,8,2831.29,"Good"
864,57,17495.65,"Master","Phoenix","Finance",70.5,10,5,7204.16,"Good"
865,52,58170.93,"High School","Phoenix","Sales",89.1,4,10,8441.46,"Good"
866,75,55311.25,"High School","Los Angeles","Marketing",91.2,20,6,6643.76,"Good"
867,30,22987.93,"Bachelor","Houston","Sales",88.8,16,4,6786.05,"Good"
868,51,60519.46,"Bachelor","Phoenix","Finance",68.9,1,7,2975.77,"Good"
869,72,56099.05,"Bachelor","Chicago","Finance",85,17,8,5364.09,"Poor"
870,53,50388.53,"PhD","Los Angeles","Marketing",93.4,2,6,5748.42,"Good"
871,58,54735.67,"Bachelor","New York","Finance",119.8,24,5,4565.21,"Fair"
872,60,62698.98,"Master","Chicago","Marketing",81,29,1,3381.83,"Good"
873,45,61934.47,"High School","Los Angeles","Finance",76.1,1,2,5423.3,"Good"
874,27,46367.74,"Bachelor","Los Angeles","Sales",60.8,24,2,3246.19,"Good"
875,49,78003.56,"Bachelor","Chicago","Engineering",75.2,22,4,7567.44,"Fair"
876,63,54269.36,"Master","Phoenix","Engineering",85.6,7,8,8235.8,"Fair"
877,44,52283.97,"Bachelor","Los Angeles","Sales",85,30,2,5359.05,"Good"
878,50,73892.36,"Master","Phoenix","Engineering",61.4,26,8,1914.88,"Fair"
879,18,74840.83,"Bachelor","Chicago","Finance",75.1,8,6,6927.11,"Fair"
880,31,40986.6,"Master","New York","Engineering",58.8,1,8,3246.14,"Poor"
881,80,35178.83,"Bachelor","Phoenix","HR",81.1,28,5,7045.2,"Good"
882,69,40887.64,"Master","Chicago","Marketing",76.4,13,7,8437.46,"Excellent"
883,75,31484.48,"Bachelor","Los Angeles","HR",93.2,11,8,5663.98,"Good"
884,70,19376.06,"Master","Houston","HR",77.3,15,6,6182.67,"Good"
885,49,61212.15,"PhD","Houston","Engineering",90.1,3,2,4893.39,"Excellent"
886,45,52097.79,"High School","New York","Engineering",83.9,10,3,4011.43,"Fair"
887,60,67851,"Bachelor","Chicago","Engineering",62.3,8,8,3231.95,"Good"
888,80,54966.81,"Master","Chicago","Marketing",52.6,18,9,4765.71,"Good"
889,49,63183.26,"High School","Los Angeles","Sales",74.4,23,10,7778.6,"Good"
890,58,45078.84,"Bachelor","Phoenix","Sales",107.9,20,9,6402.44,"Good"
891,47,35797.84,"Bachelor","Phoenix","HR",86.4,30,3,4590.31,"Good"
892,68,70562.64,"High School","Houston","Sales",82.9,13,3,2935.55,"Excellent"
893,54,70222.41,"High School","New York","Finance",84.6,24,1,4344.72,"Good"
894,70,20325.76,"High School","Chicago","Finance",94.3,30,7,3252.36,"Good"
895,51,72545.89,"Bachelor","Chicago","Finance",100.3,10,1,6388.04,"Good"
896,58,19532.57,"High School","Houston","Sales",89.5,23,2,2322.45,"Fair"
897,52,54086.25,"Master","Los Angeles","HR",94.4,16,2,5337.27,"Poor"
898,41,47102.55,"Bachelor","Chicago","HR",90.5,24,6,7289.77,"Excellent"
899,61,52438.87,"Bachelor","Chicago","Engineering",96.1,1,6,6135.39,"Good"
900,51,76924.75,"High School","Los Angeles","Sales",92.4,12,9,4471.13,"Good"
901,76,29895.64,"High School","Chicago","HR",51,18,5,7067.64,"Good"
902,41,49690.33,"High School","Chicago","Sales",63.7,3,7,9262.94,"Excellent"
903,78,106066.05,"High School","New York","Sales",71.4,24,5,4983.79,"Good"
904,45,25433.87,"Master","Phoenix","Sales",74.7,27,1,3291.23,"Excellent"
905,65,42468.25,"Master","Houston","Engineering",104.5,25,5,4289.03,"Fair"
906,35,54178.96,"High School","Houston","Marketing",80.8,13,6,7289.44,"Good"
907,47,58999.06,"High School","Houston","Marketing",91,20,7,8291.72,"Good"
908,39,44333.89,"Bachelor","Houston","Engineering",70.9,2,4,4489.84,"Poor"
909,43,49679.35,"High School","Chicago","Marketing",77.8,7,6,4224.02,"Good"
910,66,76682.96,"Master","Phoenix","Finance",72.3,2,7,4279.51,"Fair"
911,37,51385.09,"High School","Phoenix","HR",72.7,17,3,2288.91,"Fair"
912,48,60031.11,"High School","Los Angeles","HR",101.8,8,3,5525.4,"Poor"
913,57,62390.84,"Bachelor","New York","Engineering",79.6,22,5,6587.12,"Good"
914,47,63140.69,"Bachelor","Houston","Sales",80.5,8,5,4842.72,"Good"
915,25,64850.1,"High School","New York","Sales",74.4,19,8,7265.67,"Poor"
916,68,56092.65,"Bachelor","Phoenix","Sales",66,26,4,5856.04,"Fair"
917,64,40826.52,"High School","Los Angeles","Engineering",72,30,9,5696.63,"Good"
918,42,53834.58,"PhD","Chicago","Marketing",56.8,29,10,6307.74,"Excellent"
919,75,35731.56,"Master","New York","HR",74.7,4,2,5748.47,"Excellent"
920,55,56867.87,"High School","Phoenix","Finance",63.7,16,10,3560.71,"Fair"
921,52,48041.98,"High School","Los Angeles","Marketing",92.8,18,7,8080.27,"Good"
922,18,52633.31,"Bachelor","Los Angeles","HR",97.7,11,2,3503.23,"Excellent"
923,47,33018.18,"High School","Houston","Sales",57.4,20,6,2234.7,"Good"
924,64,49338.47,"Bachelor","New York","HR",55.6,15,2,3938.25,"Fair"
925,21,33205.31,"PhD","New York","Marketing",67.7,30,7,5397.86,"Good"
926,45,46886.69,"Master","Los Angeles","HR",74.1,6,8,2915.51,"Excellent"
927,58,65538.15,"High School","Chicago","Finance",76.9,3,6,7118.78,"Good"
928,50,59808.4,"High School","New York","Engineering",87,17,2,5433.96,"Excellent"
929,60,72967.25,"High School","New York","Finance",59.8,9,10,2892.6,"Good"
930,23,NA,"Master","Houston","Marketing",78.7,14,10,8873.81,"Good"
931,37,57239.83,"Master","Phoenix","Engineering",65.4,28,1,5036.37,"Fair"
932,31,74966.27,"Bachelor","Houston","Sales",66,3,8,2656.48,"Poor"
933,26,78834.34,"PhD","New York","Marketing",83.2,30,1,5304.99,"Excellent"
934,45,27012.25,"Bachelor","New York","Engineering",76.9,6,9,8768.79,"Excellent"
935,48,72842.95,"Master","Los Angeles","Engineering",85.6,17,1,3336.16,"Good"
936,41,70559.18,"Bachelor","New York","Finance",62.6,3,7,2045.88,"Good"
937,23,73838.29,"High School","Los Angeles","Marketing",76.3,29,6,3937.99,"Good"
938,61,36823.95,"Master","New York","Finance",72.3,29,2,5858.46,"Poor"
939,39,103178.62,"Bachelor","New York","Marketing",90.4,3,3,4401.95,"Good"
940,66,3115,"PhD","New York","Engineering",74.6,17,8,5775.73,"Fair"
941,28,55137.26,"High School","New York","Finance",63,18,10,3600.8,"Good"
942,76,57362.13,"Bachelor","Chicago","Sales",85.8,30,2,NA,"Fair"
943,26,52006.05,"High School","New York","Engineering",82.9,22,6,5913.48,"Good"
944,35,69957.47,"Master","Los Angeles","Sales",87.2,18,8,4752.28,"Fair"
945,60,57480.7,"Bachelor","New York","Sales",77.6,27,6,5523.32,"Fair"
946,36,39438.91,"Bachelor","Chicago","Sales",62.4,1,1,5531.1,"Good"
947,50,83200.67,"Bachelor","New York","Engineering",52.7,22,7,5836.51,"Good"
948,60,49121.76,"Bachelor","Phoenix","Sales",NA,22,3,7738.03,"Excellent"
949,66,67213.57,"Bachelor","Los Angeles","Marketing",89,2,7,7225.4,"Good"
950,66,41669.8,"High School","Phoenix","Engineering",75.6,8,6,9148.85,"Good"
951,57,33802.34,"PhD","Los Angeles","Sales",39.1,4,8,9242.53,"Good"
952,28,42883.23,"High School","Houston","Finance",73.6,0,5,4577.2,"Good"
953,67,33863.17,"Master","Los Angeles","Sales",87.3,22,1,5220.96,"Good"
954,50,65662.13,"Bachelor","Chicago","HR",67.6,12,5,2973.39,"Poor"
955,72,23958.15,"Bachelor","Houston","Engineering",79.7,6,4,1495.83,"Good"
956,55,35430.21,"Master","Houston","HR",59.4,23,1,7072.58,"Good"
957,51,55544.37,"High School","Phoenix","Engineering",82.7,26,9,5755.49,"Excellent"
958,63,20688.55,"Bachelor","Chicago","Finance",55,10,6,11675.09,"Excellent"
959,54,44902.24,"High School","Phoenix","Finance",66.7,16,7,5120.5,"Fair"
960,18,48901.55,"High School","Phoenix","Sales",93.5,24,3,4574.18,"Excellent"
961,47,81921.56,"Bachelor","New York","Finance",71.7,0,6,6604.07,"Poor"
962,74,49849.27,"Master","Houston","HR",96.3,18,4,1878.4,"Good"
963,72,44534.25,"Bachelor","Houston","HR",80.5,11,3,3350.62,"Good"
964,35,NA,"Master","Houston","Sales",93.5,18,10,7164.07,"Excellent"
965,77,63944.42,"Bachelor","Los Angeles","Finance",74,14,2,5493.47,"Excellent"
966,21,48610.98,"High School","Los Angeles","Engineering",85.2,20,3,5649.83,"Excellent"
967,32,44124.42,"Master","New York","Sales",83,20,4,5225.24,"Good"
968,24,49406.53,"Master","Los Angeles","Engineering",69.3,2,10,2551.93,"Fair"
969,31,76304.65,"Bachelor","Los Angeles","Engineering",98.9,23,10,1447.39,"Good"
970,27,86356.57,"Master","New York","Marketing",88.4,23,10,1668.77,"Good"
971,52,42137.76,"High School","Los Angeles","Sales",62.6,6,10,6499.15,"Good"
972,24,55410.43,"Bachelor","Houston","Finance",92.8,7,6,4913.05,"Good"
973,22,48516.31,"Master","Chicago","Engineering",67.8,12,7,4894.73,"Good"
974,41,92147.92,"Bachelor","Houston","Finance",35.7,16,9,6848.45,"Good"
975,55,66815.28,"Master","Los Angeles","Sales",71.7,9,1,7382.85,"Good"
976,22,19387.47,"Bachelor","Phoenix","Marketing",61.1,29,3,2269.37,"Poor"
977,38,46317.83,"Bachelor","New York","Finance",68.9,23,8,5965.84,"Fair"
978,80,9145.01,"High School","New York","Marketing",66,3,1,8234.77,"Good"
979,67,53140.7,"Bachelor","Los Angeles","Engineering",38.3,6,7,8382.41,"Good"
980,58,69079.29,"PhD","Los Angeles","Sales",67.5,26,4,5008.89,"Fair"
981,52,37110.21,"High School","Phoenix","Sales",89.4,19,7,6856.93,"Fair"
982,20,29349.86,"High School","Phoenix","Marketing",49.7,11,2,6462.98,"Good"
983,26,80115.68,"Bachelor","Chicago","Marketing",96.8,27,10,8525.79,"Fair"
984,80,35707.4,"Bachelor","Los Angeles","Finance",97.9,18,3,8520.61,"Good"
985,62,73155.68,"High School","New York","Marketing",60.8,26,10,3076.82,"Poor"
986,44,59281.47,"High School","Los Angeles","Engineering",109.4,8,9,3424.34,"Poor"
987,46,72620.46,"High School","New York","Engineering",58.5,9,2,9154.12,"Excellent"
988,44,75050.9,"Bachelor","Phoenix","Marketing",77.2,9,6,5891.89,"Good"
989,56,77798.21,"High School","Chicago","Engineering",69.1,11,2,4164.33,"Good"
990,59,79720.72,"PhD","Chicago","Marketing",93.9,20,9,6150.28,"Good"
991,34,60908.03,"Bachelor","New York","HR",56.2,0,8,4294.7,"Good"
992,51,58435.22,"Master","Phoenix","HR",68.1,11,10,6389.47,"Excellent"
993,37,35892.21,"Bachelor","Los Angeles","HR",52.7,24,2,3644.06,"Good"
994,66,30791.82,"High School","Houston","Marketing",87.6,3,5,6178.46,"Poor"
995,43,NA,"Bachelor","Los Angeles","Marketing",83.6,16,7,7851.58,"Fair"
996,29,52283.68,"Bachelor","Los Angeles","Marketing",73.1,15,2,5981.93,"Good"
